n;V_w(t);T;I_a;n(t);A;P_pv
67520,00;1,00;6,10;28,69;;;
67521,00;1,00;6,10;92,00;;;
67522,00;1,00;7,60;195,05;;;
67523,00;1,00;7,60;308,51;;;
67524,00;1,00;7,60;453,98;;;
67525,00;1,00;7,60;539,94;;;
67526,00;1,00;7,60;736,49;;;
67527,00;2,00;13,20;634,40;;;
67528,00;2,00;13,20;454,21;;;
67529,00;2,00;13,20;377,06;;;
67530,00;2,00;13,20;248,67;;;
67531,00;2,00;13,20;145,29;;;
67532,00;2,00;14,40;92,21;;;
67533,00;2,00;14,40;0,00;;;
67534,00;2,00;14,40;0,00;;;
67535,00;2,00;14,40;0,00;;;
67536,00;1,00;14,40;0,00;;;
67537,00;1,00;8,00;0,00;;;
67538,00;1,00;8,00;0,00;;;
67539,00;2,00;8,00;0,00;;;
67540,00;2,00;6,40;0,00;;;
67541,00;2,00;6,40;0,00;;;
67542,00;1,00;6,40;0,00;;;
67543,00;1,00;6,40;0,00;;;
67544,00;1,00;6,40;28,31;;;
67545,00;1,00;6,40;91,31;;;
67546,00;1,00;6,20;193,85;;;
67547,00;1,00;6,20;306,48;;;
67548,00;1,00;6,20;450,81;;;
67549,00;1,00;6,20;536,11;;;
67550,00;1,00;6,20;731,39;;;
67551,00;2,00;13,40;629,93;;;
67552,00;2,00;13,40;451,04;;;
67553,00;2,00;13,40;374,50;;;
67554,00;2,00;13,40;247,11;;;
67555,00;2,00;13,40;137,41;;;
67556,00;2,00;15,50;26,24;;;
67557,00;2,00;15,50;0,00;;;
67558,00;2,00;15,50;0,00;;;
67559,00;2,00;15,50;0,00;;;
67560,00;1,00;15,50;0,00;;;
67561,00;1,00;7,40;0,00;;;
67562,00;1,00;7,40;0,00;;;
67563,00;1,00;7,40;0,00;;;
67564,00;1,00;6,20;0,00;;;
67565,00;1,00;6,20;0,00;;;
67566,00;1,00;6,20;0,00;;;
67567,00;1,00;6,20;0,00;;;
67568,00;1,00;6,20;27,80;;;
67569,00;1,00;6,20;90,53;;;
67570,00;1,00;6,80;192,70;;;
67571,00;1,00;6,80;304,48;;;
67572,00;2,00;6,80;447,61;;;
67573,00;2,00;6,80;532,26;;;
67574,00;2,00;6,80;726,19;;;
67575,00;2,00;14,10;625,39;;;
67576,00;2,00;14,10;447,87;;;
67577,00;2,00;14,10;371,93;;;
67578,00;2,00;14,10;245,55;;;
67579,00;2,00;14,10;136,52;;;
67580,00;2,00;16,40;25,84;;;
67581,00;2,00;16,40;0,00;;;
67582,00;2,00;16,40;0,00;;;
67583,00;2,00;16,40;0,00;;;
67584,00;1,00;16,40;0,00;;;
67585,00;1,00;8,50;0,00;;;
67586,00;1,00;8,50;0,00;;;
67587,00;1,00;8,50;0,00;;;
67588,00;1,00;7,40;0,00;;;
67589,00;1,00;7,40;0,00;;;
67590,00;2,00;7,40;0,00;;;
67591,00;2,00;7,40;0,00;;;
67592,00;2,00;7,40;18,51;;;
67593,00;2,00;7,40;64,74;;;
67594,00;2,00;7,40;135,52;;;
67595,00;2,00;7,40;190,49;;;
67596,00;1,00;7,40;244,24;;;
67597,00;1,00;7,40;483,37;;;
67598,00;1,00;7,40;659,18;;;
67599,00;2,00;11,50;567,78;;;
67600,00;2,00;11,50;432,10;;;
67601,00;2,00;11,50;358,27;;;
67602,00;2,00;11,50;235,26;;;
67603,00;2,00;11,50;135,52;;;
67604,00;2,00;12,40;25,00;;;
67605,00;1,00;12,40;0,00;;;
67606,00;1,00;12,40;0,00;;;
67607,00;1,00;12,40;0,00;;;
67608,00;1,00;12,40;0,00;;;
67609,00;1,00;6,00;0,00;;;
67610,00;1,00;6,00;0,00;;;
67611,00;1,00;6,00;0,00;;;
67612,00;1,00;4,40;0,00;;;
67613,00;1,00;4,40;0,00;;;
67614,00;1,00;4,40;0,00;;;
67615,00;1,00;4,40;0,00;;;
67616,00;1,00;4,40;0,00;;;
67617,00;1,00;4,40;88,90;;;
67618,00;1,00;7,00;190,43;;;
67619,00;1,00;7,00;300,52;;;
67620,00;2,00;7,00;441,14;;;
67621,00;2,00;7,00;437,07;;;
67622,00;2,00;7,00;594,67;;;
67623,00;1,00;13,20;512,73;;;
67624,00;1,00;13,20;420,79;;;
67625,00;1,00;13,20;348,22;;;
67626,00;2,00;13,20;227,41;;;
67627,00;2,00;13,20;132,82;;;
67628,00;2,00;15,80;24,17;;;
67629,00;1,00;15,80;0,00;;;
67630,00;1,00;15,80;0,00;;;
67631,00;1,00;15,80;0,00;;;
67632,00;1,00;15,80;0,00;;;
67633,00;1,00;9,50;0,00;;;
67634,00;1,00;9,50;0,00;;;
67635,00;0,00;9,50;0,00;;;
67636,00;0,00;6,40;0,00;;;
67637,00;0,00;6,40;0,00;;;
67638,00;2,00;6,40;0,00;;;
67639,00;2,00;6,40;0,00;;;
67640,00;2,00;6,40;0,00;;;
67641,00;2,00;6,40;88,09;;;
67642,00;2,00;6,40;189,33;;;
67643,00;2,00;6,40;298,58;;;
67644,00;1,00;6,40;437,95;;;
67645,00;1,00;6,40;507,99;;;
67646,00;1,00;6,40;695,18;;;
67647,00;1,00;12,80;597,77;;;
67648,00;1,00;12,80;426,76;;;
67649,00;1,00;12,80;353,78;;;
67650,00;2,00;12,80;232,26;;;
67651,00;2,00;12,80;133,49;;;
67652,00;2,00;14,10;24,25;;;
67653,00;1,00;14,10;0,00;;;
67654,00;1,00;14,10;0,00;;;
67655,00;1,00;14,10;0,00;;;
67656,00;1,00;14,10;0,00;;;
67657,00;1,00;7,60;0,00;;;
67658,00;1,00;7,60;0,00;;;
67659,00;0,00;7,60;0,00;;;
67660,00;0,00;9,40;0,00;;;
67661,00;0,00;9,40;0,00;;;
67662,00;1,00;9,40;0,00;;;
67663,00;1,00;9,40;0,00;;;
67664,00;1,00;9,40;0,00;;;
67665,00;1,00;9,40;81,88;;;
67666,00;1,00;9,80;188,12;;;
67667,00;1,00;9,80;296,53;;;
67668,00;2,00;9,80;434,78;;;
67669,00;2,00;9,80;515,10;;;
67670,00;2,00;9,80;702,32;;;
67671,00;2,00;13,90;604,90;;;
67672,00;2,00;13,90;423,48;;;
67673,00;2,00;13,90;351,11;;;
67674,00;3,00;13,90;230,61;;;
67675,00;3,00;13,90;132,56;;;
67676,00;3,00;16,50;23,81;;;
67677,00;2,00;16,50;0,00;;;
67678,00;2,00;16,50;0,00;;;
67679,00;2,00;16,50;0,00;;;
67680,00;0,00;16,50;0,00;;;
67681,00;0,00;9,20;0,00;;;
67682,00;0,00;9,20;0,00;;;
67683,00;2,00;9,20;0,00;;;
67684,00;2,00;9,00;0,00;;;
67685,00;2,00;9,00;0,00;;;
67686,00;1,00;9,00;0,00;;;
67687,00;1,00;9,00;0,00;;;
67688,00;1,00;9,00;0,00;;;
67689,00;1,00;9,00;62,67;;;
67690,00;1,00;9,90;131,31;;;
67691,00;1,00;9,90;185,37;;;
67692,00;0,00;9,90;238,00;;;
67693,00;0,00;9,90;265,62;;;
67694,00;0,00;9,90;324,55;;;
67695,00;1,00;12,10;294,46;;;
67696,00;1,00;12,10;238,11;;;
67697,00;1,00;12,10;185,47;;;
67698,00;1,00;12,10;159,19;;;
67699,00;1,00;12,10;99,89;;;
67700,00;1,00;12,40;17,04;;;
67701,00;1,00;12,40;0,00;;;
67702,00;1,00;12,40;0,00;;;
67703,00;1,00;12,40;0,00;;;
67704,00;1,00;12,40;0,00;;;
67705,00;1,00;7,90;0,00;;;
67706,00;1,00;7,90;0,00;;;
67707,00;1,00;7,90;0,00;;;
67708,00;1,00;9,10;0,00;;;
67709,00;1,00;9,10;0,00;;;
67710,00;1,00;9,10;0,00;;;
67711,00;1,00;9,10;0,00;;;
67712,00;1,00;9,10;0,00;;;
67713,00;1,00;9,10;60,79;;;
67714,00;1,00;9,40;130,36;;;
67715,00;1,00;9,40;184,38;;;
67716,00;1,00;9,40;236,82;;;
67717,00;1,00;9,40;264,21;;;
67718,00;1,00;9,40;322,81;;;
67719,00;2,00;11,10;292,89;;;
67720,00;2,00;11,10;236,82;;;
67721,00;2,00;11,10;184,40;;;
67722,00;2,00;11,10;158,18;;;
67723,00;2,00;11,10;98,93;;;
67724,00;2,00;13,00;16,56;;;
67725,00;2,00;13,00;0,00;;;
67726,00;2,00;13,00;0,00;;;
67727,00;2,00;13,00;0,00;;;
67728,00;2,00;13,00;0,00;;;
67729,00;2,00;8,50;0,00;;;
67730,00;2,00;8,50;0,00;;;
67731,00;0,00;8,50;0,00;;;
67732,00;0,00;7,10;0,00;;;
67733,00;0,00;7,10;0,00;;;
67734,00;2,00;7,10;0,00;;;
67735,00;2,00;7,10;0,00;;;
67736,00;2,00;7,10;0,00;;;
67737,00;1,00;7,10;61,37;;;
67738,00;1,00;8,00;147,09;;;
67739,00;1,00;8,00;243,68;;;
67740,00;1,00;8,00;367,46;;;
67741,00;1,00;8,00;262,53;;;
67742,00;1,00;8,00;320,80;;;
67743,00;1,00;10,90;291,04;;;
67744,00;1,00;10,90;235,24;;;
67745,00;1,00;10,90;183,10;;;
67746,00;1,00;10,90;157,00;;;
67747,00;1,00;10,90;97,96;;;
67748,00;1,00;11,40;16,23;;;
67749,00;1,00;11,40;0,00;;;
67750,00;1,00;11,40;0,00;;;
67751,00;1,00;11,40;0,00;;;
67752,00;2,00;11,40;0,00;;;
67753,00;2,00;6,50;0,00;;;
67754,00;2,00;6,50;0,00;;;
67755,00;1,00;6,50;0,00;;;
67756,00;1,00;6,60;0,00;;;
67757,00;1,00;6,60;0,00;;;
67758,00;1,00;6,60;0,00;;;
67759,00;1,00;6,60;0,00;;;
67760,00;1,00;6,60;0,00;;;
67761,00;2,00;6,60;59,15;;;
67762,00;2,00;6,70;128,24;;;
67763,00;2,00;6,70;181,90;;;
67764,00;2,00;6,70;233,81;;;
67765,00;2,00;6,70;260,99;;;
67766,00;2,00;6,70;318,92;;;
67767,00;1,00;8,00;289,34;;;
67768,00;1,00;8,00;233,94;;;
67769,00;1,00;8,00;182,01;;;
67770,00;3,00;8,00;155,97;;;
67771,00;3,00;8,00;96,96;;;
67772,00;3,00;11,40;15,66;;;
67773,00;1,00;11,40;0,00;;;
67774,00;1,00;11,40;0,00;;;
67775,00;1,00;11,40;0,00;;;
67776,00;2,00;11,40;0,00;;;
67777,00;2,00;6,40;0,00;;;
67778,00;2,00;6,40;0,00;;;
67779,00;2,00;6,40;0,00;;;
67780,00;2,00;5,40;0,00;;;
67781,00;2,00;5,40;0,00;;;
67782,00;1,00;5,40;0,00;;;
67783,00;1,00;5,40;0,00;;;
67784,00;1,00;5,40;0,00;;;
67785,00;1,00;6,10;83,06;;;
67786,00;1,00;6,10;180,77;;;
67787,00;1,00;6,10;281,13;;;
67788,00;0,00;6,10;340,09;;;
67789,00;0,00;6,10;408,58;;;
67790,00;0,00;6,10;543,24;;;
67791,00;1,00;10,90;473,28;;;
67792,00;1,00;10,90;406,54;;;
67793,00;1,00;10,90;276,62;;;
67794,00;2,00;10,90;222,62;;;
67795,00;2,00;10,90;126,13;;;
67796,00;2,00;12,60;21,05;;;
67797,00;1,00;12,60;0,00;;;
67798,00;1,00;12,60;0,00;;;
67799,00;1,00;12,60;0,00;;;
67800,00;1,00;12,60;0,00;;;
67801,00;1,00;7,10;0,00;;;
67802,00;1,00;7,10;0,00;;;
67803,00;2,00;7,10;0,00;;;
67804,00;2,00;7,00;0,00;;;
67805,00;2,00;7,00;0,00;;;
67806,00;1,00;7,00;0,00;;;
67807,00;1,00;7,00;0,00;;;
67808,00;1,00;7,00;0,00;;;
67809,00;1,00;3,80;57,29;;;
67810,00;1,00;3,80;126,21;;;
67811,00;1,00;3,80;179,77;;;
67812,00;2,00;3,80;205,31;;;
67813,00;2,00;3,80;258,28;;;
67814,00;2,00;3,80;315,53;;;
67815,00;0,00;4,80;286,29;;;
67816,00;0,00;4,80;231,60;;;
67817,00;0,00;4,80;180,02;;;
67818,00;1,00;4,80;126,31;;;
67819,00;1,00;4,80;108,84;;;
67820,00;1,00;4,80;16,32;;;
67821,00;2,00;8,30;0,00;;;
67822,00;2,00;8,30;0,00;;;
67823,00;2,00;8,30;0,00;;;
67824,00;2,00;8,30;0,00;;;
67825,00;2,00;4,40;0,00;;;
67826,00;2,00;4,40;0,00;;;
67827,00;2,00;4,40;0,00;;;
67828,00;2,00;1,10;0,00;;;
67829,00;2,00;1,10;0,00;;;
67830,00;4,00;1,10;0,00;;;
67831,00;4,00;1,10;0,00;;;
67832,00;4,00;1,10;0,00;;;
67833,00;1,00;2,70;80,98;;;
67834,00;1,00;2,70;180,16;;;
67835,00;1,00;2,70;282,84;;;
67836,00;1,00;2,70;343,48;;;
67837,00;1,00;2,70;488,28;;;
67838,00;1,00;2,70;664,75;;;
